project,tool,description,permission,apis,inferable_from_description,reason
AnglerfishChess_chess-uci-mcp,analyze,Analyze a chess position. Args: fen: FEN string representation of the position time_ms: Time to think in milliseconds (default uses bridge setting) Returns: Analysis results,System Command Execution,analyze_position,no,"The description implies a safe read-only analysis operation, but the actual permission allows executing system commands, which is a strictly higher-impact capability."
AnglerfishChess_chess-uci-mcp,get_best_move,"Get best move for current or specified position. Args: fen: FEN string (optional, if omitted uses current position) time_ms: Time to think in milliseconds (default uses bridge setting) Returns: Best move in UCI format (e.g., ""e2e4"")",System Command Execution,get_best_move,no,"The description implies a read-only calculation (L1), but the actual permission allows executing system commands (L3), which is a strictly higher-impact capability."
Antonytm_mcp-sitecore-server,common-add-base-template-by-id,Adds a base template to a template item by its ID.,System Command Execution,PowershellClient.executeScript; PowershellCommandBuilder.executeScript; runGenericPowershellCommand,no,"The description implies a standard database update operation, whereas system command execution represents a strictly higher-impact capability involving OS-level script execution."
Antonytm_mcp-sitecore-server,common-add-base-template-by-path,Adds a base template to a template item by its path.,System Command Execution,PowershellClient.executeScript; PowershellCommandBuilder.executeScript; generic.runGenericPowershellCommand; runGenericPowershellCommand,no,"The description implies a structured data update, but the actual permission allows arbitrary system command execution, which is a strictly higher-impact capability."
Antonytm_mcp-sitecore-server,common-add-item-version-by-id,Creates a version of the item (by its id) in a new language based on an existing language version.,System Command Execution,PowershellClient.executeScript; PowershellCommandBuilder.executeScript; generic.runGenericPowershellCommand,no,"The description implies standard data mutation, but the actual permission includes executing system commands like PowerShell scripts, which is a strictly higher-impact capability not disclosed."
Antonytm_mcp-sitecore-server,common-add-item-version-by-path,Creates a version of the item (by its path) in a new language based on an existing language version.,System Command Execution,PowershellClient.executeScript; PowershellCommandBuilder.executeScript; generic.runGenericPowershellCommand,no,"The description implies standard CMS content management, but the actual permissions include executing PowerShell scripts, which is a significantly higher-impact system command capability not disclosed."
Antonytm_mcp-sitecore-server,common-convert-from-item-clone-by-id,Converts an item from a clone to a fully independent item by its ID.,System Command Execution,PowershellClient.executeScript; PowershellCommandBuilder.executeScript; generic.runGenericPowershellCommand,no,"The description implies a standard database record update, but the actual permission allows executing arbitrary system commands and PowerShell scripts, which is a strictly higher-impact capability."
Antonytm_mcp-sitecore-server,common-convert-from-item-clone-by-path,Converts an item from a clone to a fully independent item by its path.,System Command Execution,PowershellClient.executeScript; PowershellCommandBuilder.executeScript; generic.runGenericPowershellCommand,no,"The description implies a standard data mutation operation, but the actual capability involves executing system-level scripts and commands, which is a strictly higher-impact risk."
Antonytm_mcp-sitecore-server,common-get-archive,Gets Sitecore database archives.,System Command Execution,PowershellClient.executeScript; PowershellCommandBuilder.executeScript; simple/generic.js.runGenericPowershellCommand; simple/generic.runGenericPowershellCommand,no,"The description implies a passive read operation, but the actual implementation executes PowerShell scripts, representing a significantly higher-impact capability."
Antonytm_mcp-sitecore-server,common-get-archive-item,Gets a list of items found in the specified archive.,System Command Execution,PowershellClient.executeScript; PowershellCommandBuilder.executeScript; runGenericPowershellCommand; simple/generic.runGenericPowershellCommand,no,"The description implies a passive read operation, but the actual permission allows executing system commands, which is a strictly higher-impact capability."
Antonytm_mcp-sitecore-server,common-get-cache,Gets information about Sitecore caches.,System Command Execution,PowershellClient.executeScript; PowershellCommandBuilder.executeScript; generic.runGenericPowershellCommand; runGenericPowershellCommand,no,"The description implies a read-only operation (get information), but the actual permissions include executing PowerShell scripts, which is a strictly higher-impact capability."
Antonytm_mcp-sitecore-server,common-get-database,Gets information about Sitecore databases.,System Command Execution,PowershellClient.executeScript; PowershellCommandBuilder.executeScript; runGenericPowershellCommand,no,"The description implies a passive read operation, but the actual implementation executes PowerShell scripts, representing a strictly higher-impact capability."
