project,tool,description,permission,apis,inferable_from_description,reason
awslabs_mcp_code-doc-gen-mcp-server,generate_documentation,"Final step: Generate documentation content. Using your analysis and documentation plan: 1. Generate document structures with empty sections 2. YOU (MCP Client) MUST then: - Write detailed content for each section - Include relevant code examples and explanations - Fill in ALL empty sections with comprehensive content - Cover all aspects: * Project setup and installation * Architecture and design * Features and capabilities * APIs and interfaces (if any) * Dependencies and requirements 3. Return document structures for you to fill with content IMPORTANT: When you receive the generated documents, it is YOUR responsibility to write comprehensive content for each section. Do not leave sections empty or wait for further instructions - YOU must fill them in!",File System Operations,awslabs.code_doc_gen_mcp_server.utils.doc_generator.DocumentGenerator,no,"Description implies generating in-memory document structures for the agent to fill, but the actual permission includes writing files to disk, which is a higher-impact mutating operation than expected."
awslabs_mcp_code-doc-gen-mcp-server,prepare_repository,Path to the code repository,File System Operations,RepoProcessor; awslabs.code_doc_gen_mcp_server.utils.repomix_manager.RepomixManager.prepare_repository; pathlib.Path.mkdir; pathlib.Path.unlink,no,"The description implies only preparation (create/modify, L2) but the APIs include destructive file deletion (unlink, L3), which is a strictly higher-impact capability."
awslabs_mcp_code-doc-gen-mcp-server,prepare_repository,Path to the code repository,System Command Execution,awslabs.code_doc_gen_mcp_server.utils.repomix_manager.RepomixManager,no,"The description implies preparation (create/modify, L2) but the permission includes arbitrary system command execution (L3), which far exceeds the expected file-level changes."
awslabs_mcp_document-loader-mcp-server,read_document,,System Command Execution,run_in_executor,no,"Tool name read_document implies read-only document access but run_in_executor enables arbitrary system command execution, a strictly higher impact capability."
awslabs_mcp_document-loader-mcp-server,read_image,,System Command Execution,run_in_executor,no,"The baseline from the name is a passive read, but run_in_executor indicates active command execution, which is a strictly higher impact level and materially surprising."
awslabs_mcp_ecs-mcp-server,mcp_create_ecs_infrastructure,,Cloud Infrastructure Management,awslabs.ecs_mcp_server.api.infrastructure.create_infrastructure; awslabs.ecs_mcp_server.utils.aws.validate_cloudformation_template; awslabs.ecs_mcp_server.utils.docker.build_and_push_image; awslabs.ecs_mcp_server.utils.templates.validate_cloudformation_template; create_ecr_infrastructure; create_ecs_infrastructure; describe_stacks; get_aws_client; get_latest_image_tag,no,"The tool description is empty, implying no capability, but the actual permission enables creation and management of cloud infrastructure, a strictly higher impact (L2 mutating) that is completely undisclosed."
awslabs_mcp_elasticache-mcp-server,get_ssh_tunnel_command_rg,"Generates an SSH tunnel command to connect to an ElastiCache replication group through an EC2 jump host. Args: replication_group_id (str): ID of the ElastiCache replication group to connect to instance_id (str): ID of the EC2 instance to use as jump host Returns: Dict[str, Union[str, int]]: Dictionary containing the SSH tunnel command and related details Raises: ValueError: If required resources not found or information cannot be retrieved",Cloud Infrastructure Management,DescribeKeyPairs; EC2ConnectionManager.CreateKeyPair; EC2ConnectionManager.ElastiCacheConnectionManager.get_connection; EC2ConnectionManager.get_connection; boto3.Session; boto3.session.Session.client; botocore.config.Config; botocore.exceptions.ClientError; describe_instances; describe_replication_groups,no,"Creates key pair (CreateKeyPair) hidden from description that only claims to generate a command, elevating impact from read-only to resource creation."
awslabs_mcp_elasticache-mcp-server,test_migration,Test migration to an Amazon ElastiCache replication group. This tool tests migration from a Redis instance to an ElastiCache replication group. It validates that data can be successfully migrated from the specified endpoint to the target replication group. Args: request: The TestMigrationRequest object containing: - replication_group_id: The ID of the replication group to which data is to be migrated - customer_node_endpoint_list: List of endpoints from which data should be migrated. List should have only one element with Address and Port fields. Returns: Dict containing information about the migration test result.,Cloud Infrastructure Management,ElastiCacheConnectionManager.get_connection; boto3.Session; boto3.session.Session.client; botocore.config.Config; test_migration,no,"Description implies a read-only validation test, but the tool actually possesses cloud infrastructure management capabilities that can modify or provision resources."
awslabs_mcp_finch-mcp-server,finch_build_container_image,,Cloud Infrastructure Management,awslabs.finch_mcp_server.utils.build.build_image; awslabs.finch_mcp_server.utils.build.contains_ecr_reference; awslabs.finch_mcp_server.utils.ecr.configure_ecr; awslabs.finch_mcp_server.utils.vm.ensure_vm_running; awslabs.finch_mcp_server.utils.vm.get_vm_status; awslabs.finch_mcp_server.utils.vm.initialize_vm; awslabs.finch_mcp_server.utils.vm.is_vm_running; awslabs.finch_mcp_server.utils.vm.is_vm_stopped; awslabs.finch_mcp_server.utils.vm.start_stopped_vm; awslabs.finch_mcp_server.utils.vm.stop_vm,no,"The tool name implies building a container image, not managing cloud VMs or configuring ECR, which is a higher-impact capability with resource and cost risks."
awslabs_mcp_finch-mcp-server,finch_push_image,,Cloud Infrastructure Management,awslabs.finch_mcp_server.utils.ecr.configure_ecr; awslabs.finch_mcp_server.utils.push.is_ecr_repository; awslabs.finch_mcp_server.utils.push.push_image; awslabs.finch_mcp_server.utils.vm.ensure_vm_running; awslabs.finch_mcp_server.utils.vm.get_vm_status; awslabs.finch_mcp_server.utils.vm.initialize_vm; awslabs.finch_mcp_server.utils.vm.is_vm_running; awslabs.finch_mcp_server.utils.vm.is_vm_stopped; awslabs.finch_mcp_server.utils.vm.start_stopped_vm; awslabs.finch_mcp_server.utils.vm.stop_vm; get_dangerous_patterns,no,"The empty description and name only imply a push operation, but this category includes starting, stopping, and managing VMs and configuring registries, which is a higher-impact infrastructure control capability."
awslabs_mcp_git-repo-research-mcp-server,mcp_index_repository,,AI and Machine Learning Services,BedrockEmbeddings; awslabs.git_repo_research_mcp_server.embeddings.get_embedding_model; langchain_aws.BedrockEmbeddings,no,"Indexing a repository does not imply sending data to an AI service, creating risk of unintended data exfiltration or cost."
awslabs_mcp_git-repo-research-mcp-server,mcp_index_repository,,File System Operations,awslabs.git_repo_research_mcp_server.indexer.index_repository; cleanup_repository; os.makedirs; save_index,no,"Cleanup operations involve deletion, a higher impact than the indexing-only write implied by the tool name."
