cache_entry_id,language,api_name,category,deepseek_refs,qwen_refs,deepseek_permissions,qwen_permissions
Python::find_process_by_port,Python,find_process_by_port,System Command Execution,2,2,System Command Execution,System Command Execution
Python::forcebuy,Python,forcebuy,System Command Execution,1,1,System Command Execution,System Command Execution
Python::from_client_config,Python,from_client_config,Specialized Domain Data Services,5,3,Specialized Domain Data Services,Specialized Domain Data Services
Python::frontmatter.dump,Python,frontmatter.dump,File System Operations,1,1,File System Operations,File System Operations
Python::fs.readFile,Python,fs.readFile,File System Operations,225,227,File System Operations,File System Operations
Python::futu.OpenSecTradeContext,Python,futu.OpenSecTradeContext,Financial and Blockchain Services,2,4,Financial and Blockchain Services,Financial and Blockchain Services
Python::generate_presigned_url,Python,generate_presigned_url,Cloud Infrastructure Management,2,2,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::geo-routes,Python,geo-routes,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::getAllTitles,Python,getAllTitles,System Command Execution,1,1,System Command Execution,System Command Execution
Python::getWindowsWithTitle,Python,getWindowsWithTitle,System Command Execution,1,1,System Command Execution,System Command Execution
Python::getXAddrs,Python,getXAddrs,System Command Execution,1,1,System Command Execution,System Command Execution
Python::get_activity_segments,Python,get_activity_segments,System Command Execution,1,1,System Command Execution,System Command Execution
Python::get_best_move,Python,get_best_move,System Command Execution,1,2,System Command Execution,System Command Execution
Python::get_bucket_name,Python,get_bucket_name,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::get_call_graph,Python,get_call_graph,System Command Execution,1,2,System Command Execution,System Command Execution
Python::get_config.get_client_config,Python,get_config.get_client_config,Database Management,2,1,Database Management,Database Management
Python::get_connection.close,Python,get_connection.close,File System Operations,1,6,File System Operations,File System Operations
Python::get_connection.cursor,Python,get_connection.cursor,Database Management,4,1,Database Management,Database Management
Python::get_entry,Python,get_entry,System Command Execution,1,1,System Command Execution,System Command Execution
Python::get_exports,Python,get_exports,System Command Execution,2,2,System Command Execution,System Command Execution
Python::get_group_mfa_status,Python,get_group_mfa_status,System Command Execution,1,1,System Command Execution,System Command Execution
Python::get_http_client,Python,get_http_client,Specialized Domain Data Services,2,1,Specialized Domain Data Services,Specialized Domain Data Services
Python::get_image,Python,get_image,Cloud Infrastructure Management,2,1,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::get_jailbreak_score,Python,get_jailbreak_score,AI and Machine Learning Services,9,25,AI and Machine Learning Services,AI and Machine Learning Services
Python::get_jupyter_notebook_websocket_url,Python,get_jupyter_notebook_websocket_url,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
Python::get_meminfo,Python,get_meminfo,System Command Execution,2,2,System Command Execution,System Command Execution
Python::get_notebook_path,Python,get_notebook_path,File System Operations,1,1,File System Operations,File System Operations
Python::get_object,Python,get_object,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::get_oncokb_annotation_for_variant,Python,get_oncokb_annotation_for_variant,File System Operations,1,1,File System Operations,File System Operations
Python::get_outputs,Python,get_outputs,System Command Execution,1,1,System Command Execution,System Command Execution
Python::get_postgres_version,Python,get_postgres_version,Database Management,1,1,Database Management,Database Management
Python::get_query_tag_param,Python,get_query_tag_param,Database Management,5,3,Database Management,Database Management
Python::get_region,Python,get_region,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::get_segments,Python,get_segments,System Command Execution,2,2,System Command Execution,System Command Execution
Python::get_session,Python,get_session,Database Management,1,1,Database Management,Database Management
Python::get_size,Python,get_size,Database Management,1,1,Database Management,Database Management
Python::get_sources_details,Python,get_sources_details,Database Management,1,1,Database Management,Database Management
Python::get_state,Python,get_state,Database Management,1,1,Database Management,Database Management
Python::get_statement_result,Python,get_statement_result,Database Management,4,5,Database Management,Database Management
Python::get_tids,Python,get_tids,System Command Execution,2,2,System Command Execution,System Command Execution
Python::get_uid,Python,get_uid,System Command Execution,2,2,System Command Execution,System Command Execution
Python::get_unprocessed_emails,Python,get_unprocessed_emails,Database Management,1,1,Database Management,Database Management
Python::get_variables,Python,get_variables,System Command Execution,1,1,System Command Execution,System Command Execution
Python::get_workspace_details,Python,get_workspace_details,Cloud Infrastructure Management,1,3,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::git.Repo.commit,Python,git.Repo.commit,Project Management Services,1,1,Code Repository Services,Project Management Services
Python::github,Python,github,Project Management Services,1,1,Specialized Domain Data Services,Project Management Services
Python::github.Github.get_user,Python,github.Github.get_user,Project Management Services,2,1,Project Management Services,Project Management Services
Python::graph_client.fetch_func,Python,graph_client.fetch_func,AI and Machine Learning Services,1,2,AI and Machine Learning Services,AI and Machine Learning Services
Python::graphiti_core.utils.maintenance.graph_data_operations.clear_data,Python,graphiti_core.utils.maintenance.graph_data_operations.clear_data,File System Operations,1,1,File System Operations,File System Operations
Python::handle_log_system_pattern,Python,handle_log_system_pattern,System Command Execution,1,1,System Command Execution,System Command Execution
Python::has_focus,Python,has_focus,System Command Execution,1,1,System Command Execution,System Command Execution
Python::headless_ida_mcp_server.helper.cfunc.del_orphan_cmts,Python,headless_ida_mcp_server.helper.cfunc.del_orphan_cmts,System Command Execution,1,1,System Command Execution,System Command Execution
Python::headless_ida_mcp_server.helper.cfunc.has_orphan_cmts,Python,headless_ida_mcp_server.helper.cfunc.has_orphan_cmts,System Command Execution,1,1,System Command Execution,System Command Execution
Python::headless_ida_mcp_server.helper.get_function,Python,headless_ida_mcp_server.helper.get_function,System Command Execution,2,2,System Command Execution,System Command Execution
Python::headless_ida_mcp_server.helper.set_user_cmt,Python,headless_ida_mcp_server.helper.set_user_cmt,System Command Execution,1,1,System Command Execution,System Command Execution
Python::host_obj.get_connection,Python,host_obj.get_connection,Database Management,6,17,Database Management,Database Management
Python::httpx.AsyncClient,Python,httpx.AsyncClient,Specialized Domain Data Services,133,22,Specialized Domain Data Services,Specialized Domain Data Services
Python::httpx.Client,Python,httpx.Client,Specialized Domain Data Services,2,1,Specialized Domain Data Services,Specialized Domain Data Services
Python::httpx.Client.get,Python,httpx.Client.get,Specialized Domain Data Services,4,2,Specialized Domain Data Services,Specialized Domain Data Services
Python::httpx.Client.post,Python,httpx.Client.post,Specialized Domain Data Services,149,15,Specialized Domain Data Services,Specialized Domain Data Services
Python::httpx.Client.put,Python,httpx.Client.put,Specialized Domain Data Services,47,10,Specialized Domain Data Services,Specialized Domain Data Services
Python::httpx.Client.stream,Python,httpx.Client.stream,Specialized Domain Data Services,1,2,Specialized Domain Data Services,Specialized Domain Data Services
Python::httpx.delete,Python,httpx.delete,Specialized Domain Data Services,143,10,Specialized Domain Data Services,Specialized Domain Data Services
Python::httpx.get,Python,httpx.get,Specialized Domain Data Services,163,10,Specialized Domain Data Services,Specialized Domain Data Services
Python::httpx.put,Python,httpx.put,Specialized Domain Data Services,54,1,Specialized Domain Data Services,Specialized Domain Data Services
Python::httpx.request,Python,httpx.request,Specialized Domain Data Services,3,3,Specialized Domain Data Services,Specialized Domain Data Services
Python::ida_ida.get_entry_ordinal,Python,ida_ida.get_entry_ordinal,System Command Execution,1,1,System Command Execution,System Command Execution
Python::ida_ida.get_entry_qty,Python,ida_ida.get_entry_qty,System Command Execution,1,1,System Command Execution,System Command Execution
Python::idaapi.treeloc_t,Python,idaapi.treeloc_t,System Command Execution,1,1,System Command Execution,System Command Execution
Python::idc.get_strlit_contents,Python,idc.get_strlit_contents,System Command Execution,1,1,System Command Execution,System Command Execution
Python::idc.set_func_cmt,Python,idc.set_func_cmt,System Command Execution,1,1,System Command Execution,System Command Execution
