cache_entry_id,language,api_name,hidden_api_cache_entry_refs,unique_project_cache_entry_pairs,unique_project_tool_cache_entry_triples,permissions
Python::browser.ContentReturningMonitor,Python,browser.ContentReturningMonitor,1,1,1,Browser Automation and Web Interaction
Python::browser.page.wait_for_selector,Python,browser.page.wait_for_selector,1,1,1,Browser Automation and Web Interaction
Python::browser_tools.take_screenshot,Python,browser_tools.take_screenshot,1,1,1,Database Management
Python::browser_use.Agent,Python,browser_use.Agent,5,4,5,Browser Automation and Web Interaction
Python::browser_use.Agent.run,Python,browser_use.Agent.run,4,3,4,Browser Automation and Web Interaction
Python::browser_use.Browser.close,Python,browser_use.Browser.close,4,3,4,Browser Automation and Web Interaction
Python::bsky.BlueskyAPI.search_and_like_blockchain,Python,bsky.BlueskyAPI.search_and_like_blockchain,1,1,1,Project Management Services
Python::builtins.eval,Python,builtins.eval,23,12,23,System Command Execution
Python::builtins.exec,Python,builtins.exec,4,4,4,System Command Execution
Python::builtins.open,Python,builtins.open,203,93,203,File System Operations
Python::bulk_operations_wizard.BulkOperationsWizard.start_wizard,Python,bulk_operations_wizard.BulkOperationsWizard.start_wizard,3,1,3,System Command Execution
Python::business_request.database.DatabaseConnection.execute_query,Python,business_request.database.DatabaseConnection.execute_query,2,2,2,Database Management
Python::c4d_connection_context,Python,c4d_connection_context,18,1,18,System Command Execution
Python::call_service,Python,call_service,2,1,2,File System Operations
Python::cancel_query,Python,cancel_query,1,1,1,Browser Automation and Web Interaction
Python::check_extension,Python,check_extension,1,1,1,Database Management
Python::check_output,Python,check_output,1,1,1,System Command Execution
Python::check_syntax,Python,check_syntax,1,1,1,System Command Execution
Python::checkout,Python,checkout,12,2,12,System Command Execution
Python::chi_squared_variate,Python,chi_squared_variate,1,1,1,Financial and Blockchain Services
Python::child_window,Python,child_window,1,1,1,System Command Execution
Python::chromadb.Collection.add,Python,chromadb.Collection.add,1,1,1,Database Management
Python::chromadb.Collection.get,Python,chromadb.Collection.get,1,1,1,Database Management
Python::chromadb.api.collection.Collection.count,Python,chromadb.api.collection.Collection.count,1,1,1,Database Management
Python::classMethodBoolean,Python,classMethodBoolean,1,1,1,Database Management
Python::cleanup_repository,Python,cleanup_repository,1,1,1,File System Operations
Python::click_input,Python,click_input,1,1,1,System Command Execution
Python::clickhouse_connect,Python,clickhouse_connect,2,2,2,Database Management
Python::clickhouse_connect.client.command,Python,clickhouse_connect.client.command,1,1,1,Specialized Domain Data Services
Python::clickhouse_connect.client.query,Python,clickhouse_connect.client.query,1,1,1,System Command Execution
Python::clickhouse_connect.driver.client.command,Python,clickhouse_connect.driver.client.command,1,1,1,Database Management
Python::clickhouse_connect.get_client,Python,clickhouse_connect.get_client,2,2,2,Database Management
Python::client.download_batch_results,Python,client.download_batch_results,1,1,1,Specialized Domain Data Services
Python::client.modules.exploits,Python,client.modules.exploits,1,1,1,System Command Execution
Python::client.query,Python,client.query,2,1,2,Database Management
Python::client.sync,Python,client.sync,1,1,1,Specialized Domain Data Services
Python::client_manager.get_client,Python,client_manager.get_client,1,1,1,Cloud Infrastructure Management
Python::clients._get_github_path_content,Python,clients._get_github_path_content,1,1,1,Project Management Services
Python::clone_from,Python,clone_from,3,1,3,File System Operations
Python::close_connection,Python,close_connection,9,1,9,Specialized Domain Data Services
Python::close_connections,Python,close_connections,17,1,17,Cloud Infrastructure Management
Python::cmd.ray,Python,cmd.ray,1,1,1,System Command Execution
Python::cmd.viewport,Python,cmd.viewport,1,1,1,System Command Execution
Python::cmdline,Python,cmdline,1,1,1,System Command Execution
Python::cnv.tl.cnv_score,Python,cnv.tl.cnv_score,1,1,1,Project Management Services
Python::combined_analysis,Python,combined_analysis,1,1,1,System Command Execution
Python::common_functions.client_manager.AWSClientManager,Python,common_functions.client_manager.AWSClientManager,1,1,1,Cloud Infrastructure Management
Python::config.detect_xlm_macros,Python,config.detect_xlm_macros,1,1,1,System Command Execution
Python::config.load_ssh_config,Python,config.load_ssh_config,1,1,1,System Command Execution
Python::conn.close,Python,conn.close,19,2,19,System Command Execution
Python::conn.motors_disarmed_wait,Python,conn.motors_disarmed_wait,1,1,1,System Command Execution
Python::conn.rollback,Python,conn.rollback,1,1,1,Database Management
Python::consult_sergey,Python,consult_sergey,1,1,1,System Command Execution
Python::content_manager.list_all_tags,Python,content_manager.list_all_tags,1,1,1,Financial and Blockchain Services
Python::context.http_client.api_detail,Python,context.http_client.api_detail,1,1,1,Specialized Domain Data Services
Python::context_obj.get_resource,Python,context_obj.get_resource,1,1,1,Database Management
Python::controllers.powerpoint_controller.PowerPointController.add_speaker_notes,Python,controllers.powerpoint_controller.PowerPointController.add_speaker_notes,1,1,1,System Command Execution
Python::convert,Python,convert,4,3,4,System Command Execution
Python::convert_ffmpeg,Python,convert_ffmpeg,2,1,2,System Command Execution
Python::core.commands.AsepriteCommand.execute_lua_script,Python,core.commands.AsepriteCommand.execute_lua_script,3,1,3,System Command Execution
Python::core.storage.flush_cache,Python,core.storage.flush_cache,1,1,1,Database Management
Python::cpu_percent,Python,cpu_percent,2,2,2,System Command Execution
Python::crawl4ai.arun,Python,crawl4ai.arun,1,1,1,File System Operations
Python::create_and_process_run,Python,create_and_process_run,4,2,4,AI and Machine Learning Services
Python::create_connection,Python,create_connection,1,1,1,System Command Execution
Python::create_documents,Python,create_documents,1,1,1,Database Management
Python::create_memory,Python,create_memory,6,1,6,System Command Execution
Python::create_message,Python,create_message,4,2,4,AI and Machine Learning Services
Python::create_pool,Python,create_pool,2,1,2,Database Management
Python::create_ptz_service,Python,create_ptz_service,1,1,1,Cloud Infrastructure Management
Python::create_request,Python,create_request,1,1,1,Project Management Services
Python::create_session,Python,create_session,1,1,1,Browser Automation and Web Interaction
Python::create_thread,Python,create_thread,4,2,4,AI and Machine Learning Services
Python::crp.set_parameter,Python,crp.set_parameter,5,1,5,System Command Execution
Python::ctx.request_context.lifespan_context.search_api_client.resolve_id,Python,ctx.request_context.lifespan_context.search_api_client.resolve_id,1,1,1,Specialized Domain Data Services
Python::currently_playing,Python,currently_playing,1,1,1,System Command Execution
Python::cursor.execute,Python,cursor.execute,5,3,5,Database Management
Python::cursor.fetchall,Python,cursor.fetchall,3,1,3,Database Management
Python::cursor.fetchone,Python,cursor.fetchone,2,2,2,Database Management
Python::cv2.imread,Python,cv2.imread,1,1,1,File System Operations
Python::cv2.imwrite,Python,cv2.imwrite,4,2,4,File System Operations
Python::daft.session.Session,Python,daft.session.Session,1,1,1,Cloud Infrastructure Management
Python::daft.utils.pyiceberg_load_catalog,Python,daft.utils.pyiceberg_load_catalog,1,1,1,Cloud Infrastructure Management
Python::daisys.v1.speak.generate_take,Python,daisys.v1.speak.generate_take,1,1,1,System Command Execution
Python::database.EventDatabase.store_event,Python,database.EventDatabase.store_event,1,1,1,Database Management
Python::databricks.sql.connect,Python,databricks.sql.connect,2,1,2,Database Management
Python::dataset.async_parse_documents,Python,dataset.async_parse_documents,1,1,1,Specialized Domain Data Services
Python::db.MCPDatabase.create,Python,db.MCPDatabase.create,1,1,1,System Command Execution
Python::db.MCPDatabase.search,Python,db.MCPDatabase.search,1,1,1,System Command Execution
Python::db.get_old_dialog,Python,db.get_old_dialog,1,1,1,Database Management
Python::db.update_user_dialog,Python,db.update_user_dialog,1,1,1,Database Management
Python::db_client.execute,Python,db_client.execute,3,1,3,Database Management
Python::db_client.reset_db_connections,Python,db_client.reset_db_connections,2,1,2,Database Management
Python::db_summary_manager.get_database_summary,Python,db_summary_manager.get_database_summary,1,1,1,Database Management
Python::decompile_checked,Python,decompile_checked,1,1,1,System Command Execution
Python::default_uploader.upload,Python,default_uploader.upload,1,1,1,Cloud Infrastructure Management
Python::delete_all_cookies,Python,delete_all_cookies,1,1,1,Browser Automation and Web Interaction
Python::delete_index,Python,delete_index,1,1,1,Financial and Blockchain Services
Python::deltatask.services.obsidian_service.ObsidianMarkdownManager.delete_task_file,Python,deltatask.services.obsidian_service.ObsidianMarkdownManager.delete_task_file,1,1,1,File System Operations
Python::describe_cluster_v2,Python,describe_cluster_v2,1,1,1,Cloud Infrastructure Management
Python::describe_workspace,Python,describe_workspace,3,1,3,Cloud Infrastructure Management
Python::device.DeviceManager.connect,Python,device.DeviceManager.connect,2,2,2,System Command Execution
Python::device.DeviceManager.get_device,Python,device.DeviceManager.get_device,40,2,40,System Command Execution
Python::device.DeviceManager.get_device().get_all_thread_cpu,Python,device.DeviceManager.get_device().get_all_thread_cpu,2,2,2,System Command Execution
Python::device.DeviceManager.get_device().get_pid,Python,device.DeviceManager.get_device().get_pid,1,1,1,Cloud Infrastructure Management
Python::device.DeviceManager.get_device.get_batterystats,Python,device.DeviceManager.get_device.get_batterystats,2,2,2,System Command Execution
Python::device.DeviceManager.get_device.get_package_version_name,Python,device.DeviceManager.get_device.get_package_version_name,2,2,2,System Command Execution
Python::device.DeviceManager.get_device.get_pid,Python,device.DeviceManager.get_device.get_pid,1,1,1,System Command Execution
Python::device.DeviceManager.get_device.get_top_activities,Python,device.DeviceManager.get_device.get_top_activities,1,1,1,System Command Execution
Python::device.DeviceManager.get_device.get_top_activity,Python,device.DeviceManager.get_device.get_top_activity,1,1,1,System Command Execution
Python::device.DeviceManager.get_device.input_roll,Python,device.DeviceManager.get_device.input_roll,2,2,2,System Command Execution
Python::device.DeviceManager.get_device.input_tap,Python,device.DeviceManager.get_device.input_tap,2,2,2,System Command Execution
Python::device.DeviceManager.get_device.wm_density,Python,device.DeviceManager.get_device.wm_density,2,2,2,System Command Execution
Python::dihedral,Python,dihedral,1,1,1,System Command Execution
Python::discover_clusters,Python,discover_clusters,2,1,2,Cloud Infrastructure Management
Python::diskcache.Cache,Python,diskcache.Cache,2,1,2,Database Management
Python::dispose,Python,dispose,1,1,1,Database Management
Python::document_searcher.DocumentSearcher.add_documents,Python,document_searcher.DocumentSearcher.add_documents,1,1,1,Database Management
Python::document_searcher.DocumentSearcher.get_collection_stats,Python,document_searcher.DocumentSearcher.get_collection_stats,1,1,1,Database Management
Python::download_from_s3,Python,download_from_s3,1,1,1,Cloud Infrastructure Management
Python::driver.get,Python,driver.get,2,2,2,Browser Automation and Web Interaction
Python::drop_rel,Python,drop_rel,1,1,1,Cloud Infrastructure Management
Python::duckdb.connect,Python,duckdb.connect,1,1,1,Database Management
Python::duckdb.connect.close,Python,duckdb.connect.close,1,1,1,Database Management
Python::duckdb.connect.execute,Python,duckdb.connect.execute,1,1,1,Database Management
Python::duckdb.connect.run_query,Python,duckdb.connect.run_query,1,1,1,Database Management
Python::dvr_script.GetCurrentTimeline,Python,dvr_script.GetCurrentTimeline,1,1,1,File System Operations
Python::dvr_script.project.GetMediaPool,Python,dvr_script.project.GetMediaPool,1,1,1,System Command Execution
Python::ebook_mcp.tools.pdf_helper.extract_chapter_by_title,Python,ebook_mcp.tools.pdf_helper.extract_chapter_by_title,1,1,1,Cloud Infrastructure Management
Python::ebook_mcp.tools.pdf_helper.extract_page_text,Python,ebook_mcp.tools.pdf_helper.extract_page_text,1,1,1,System Command Execution
Python::edge.api.get,Python,edge.api.get,1,1,1,File System Operations
Python::enable,Python,enable,2,2,2,System Command Execution
Python::encrypt,Python,encrypt,1,1,1,File System Operations
Python::engines.pyiceberg.PyIcebergEngine,Python,engines.pyiceberg.PyIcebergEngine,1,1,1,Cloud Infrastructure Management
Python::eprint,Python,eprint,1,1,1,System Command Execution
Python::escape_sql_string,Python,escape_sql_string,1,1,1,Database Management
Python::eval,Python,eval,12,9,12,System Command Execution
Python::eval_code,Python,eval_code,3,1,3,System Command Execution
Python::evaluate,Python,evaluate,1,1,1,System Command Execution
Python::exec_command,Python,exec_command,1,1,1,System Command Execution
Python::execute_audit_api,Python,execute_audit_api,3,2,3,Cloud Infrastructure Management
Python::execute_news_task,Python,execute_news_task,1,1,1,Project Management Services
Python::execute_supabase_command,Python,execute_supabase_command,3,1,3,Cloud Infrastructure Management
Python::executor,Python,executor,1,1,1,Project Management Services
Python::executor.execute_action,Python,executor.execute_action,1,1,1,System Command Execution
Python::expect_navigation,Python,expect_navigation,1,1,1,Browser Automation and Web Interaction
Python::explain.explain_analyze,Python,explain.explain_analyze,1,1,1,Database Management
Python::explain_tool.explain_with_hypothetical_indexes,Python,explain_tool.explain_with_hypothetical_indexes,1,1,1,Database Management
Python::exponential_variate,Python,exponential_variate,1,1,1,System Command Execution
Python::export,Python,export,4,4,4,Database Management; System Command Execution
Python::export_chat_invite_link,Python,export_chat_invite_link,1,1,1,Project Management Services
Python::export_html,Python,export_html,1,1,1,File System Operations
